# OGLE-IV V-band filter
# Asahi Spectra Co., Ltd
# measurements in 9 spots on the filter
#
#        1              2                 3             4         5         6         7         8         9        10        11        12              13         14
# wavelength[A]   mean_transmission  standard_dev     spot1     spot2     spot3     spot4     spot5     spot6     spot7     spot8     spot9          minimal    maximal 
#
      8773.06      -0.000092          0.000130     -0.000276  0.000000 -0.000276 -0.000276  0.000000  0.000000  0.000000  0.000000  0.000000        -0.000276   0.000000
      8785.78       0.000148          0.000175      0.000000  0.000382  0.000000  0.000191  0.000191  0.000191  0.000191 -0.000191  0.000382        -0.000191   0.000382
      8798.52       0.000091          0.000074      0.000117  0.000000  0.000000  0.000235  0.000000  0.000117  0.000117  0.000117  0.000117         0.000000   0.000235
      8811.25       0.000173          0.000049      0.000233  0.000233  0.000155  0.000155  0.000155  0.000155  0.000233  0.000155  0.000078         0.000078   0.000233
      8823.98       0.000040          0.000029      0.000000  0.000061  0.000061  0.000000  0.000061  0.000061  0.000061  0.000061  0.000000         0.000000   0.000061
      8836.72       0.000000          0.000027      0.000000  0.000000 -0.000056  0.000000  0.000000  0.000056  0.000000  0.000000  0.000000        -0.000056   0.000056
      8849.45       0.000014          0.000049      0.000062 -0.000062  0.000000  0.000000  0.000062  0.000000  0.000062 -0.000062  0.000062        -0.000062   0.000062
      8862.19       0.000026          0.000053      0.000079  0.000000 -0.000079  0.000079  0.000079  0.000000  0.000000  0.000000  0.000079        -0.000079   0.000079
      8874.93       0.000083          0.000067      0.000000  0.000106  0.000106  0.000106  0.000106  0.000213  0.000000  0.000106  0.000000         0.000000   0.000213
      8887.67      -0.000000          0.000114      0.000000  0.000140  0.000140  0.000000  0.000140 -0.000140 -0.000140  0.000000 -0.000140        -0.000140   0.000140
      8900.41       0.000093          0.000114      0.000000  0.000167  0.000000  0.000000  0.000334  0.000000  0.000167  0.000000  0.000167         0.000000   0.000334
      8913.15       0.000039          0.000137      0.000000  0.000000 -0.000174  0.000174 -0.000174  0.000174  0.000000  0.000174  0.000174        -0.000174   0.000174
      8925.90       0.000374          0.000127      0.000306  0.000612  0.000306  0.000459  0.000306  0.000459  0.000153  0.000459  0.000306         0.000153   0.000612
      8938.64      -0.000150          0.000077     -0.000246 -0.000123 -0.000123 -0.000123  0.000000 -0.000123 -0.000123 -0.000246 -0.000246        -0.000246   0.000000
      8951.39       0.000127          0.000095      0.000104  0.000000  0.000000  0.000104  0.000311  0.000207  0.000104  0.000207  0.000104         0.000000   0.000311
      8964.14      -0.000130          0.000065     -0.000195 -0.000098 -0.000195 -0.000098  0.000000 -0.000098 -0.000098 -0.000195 -0.000195        -0.000195   0.000000
      8976.88      -0.000023          0.000066      0.000000  0.000000 -0.000105  0.000105  0.000000 -0.000105 -0.000105  0.000000  0.000000        -0.000105   0.000105
      8989.63       0.000165          0.000083      0.000124  0.000124  0.000000  0.000248  0.000248  0.000248  0.000124  0.000124  0.000248         0.000000   0.000248
      9002.39       0.000000          0.000098      0.000000 -0.000146  0.000000  0.000146  0.000000 -0.000146  0.000000  0.000000  0.000146        -0.000146   0.000146
      9015.14       0.000083          0.000124      0.000298  0.000149  0.000149  0.000000  0.000000  0.000149  0.000000  0.000149 -0.000149        -0.000149   0.000298
      9027.89       0.000080          0.000126      0.000000  0.000239  0.000239  0.000000  0.000120  0.000000  0.000239 -0.000120  0.000000        -0.000120   0.000239
      9040.65       0.000178          0.000069      0.000282  0.000188  0.000188  0.000188  0.000188  0.000094  0.000282  0.000094  0.000094         0.000094   0.000282
      9053.40      -0.000028          0.000068     -0.000083  0.000083  0.000000  0.000083  0.000000 -0.000083 -0.000083 -0.000083 -0.000083        -0.000083   0.000083
      9066.16       0.000048          0.000092     -0.000086  0.000173  0.000000  0.000086  0.000086  0.000173 -0.000086  0.000086  0.000000        -0.000086   0.000173
      9078.92       0.000048          0.000090      0.000216  0.000000 -0.000108  0.000000  0.000108  0.000108  0.000000  0.000108  0.000000        -0.000108   0.000216
      9091.68       0.000049          0.000097      0.000146  0.000000 -0.000146  0.000000  0.000146  0.000146  0.000000  0.000000  0.000146        -0.000146   0.000146
      9104.44      -0.000081          0.000151     -0.000364  0.000000 -0.000182  0.000000 -0.000182 -0.000182  0.000000  0.000000  0.000182        -0.000364   0.000182
      9117.21      -0.000041          0.000144     -0.000184  0.000000  0.000184 -0.000184  0.000000  0.000000  0.000184 -0.000184 -0.000184        -0.000184   0.000184
      9129.97       0.000016          0.000141     -0.000142  0.000000  0.000284  0.000142 -0.000142  0.000000 -0.000142  0.000142  0.000000        -0.000142   0.000284
      9142.74      -0.000043          0.000066      0.000000  0.000000 -0.000096  0.000096  0.000000 -0.000096 -0.000096 -0.000096 -0.000096        -0.000096   0.000096
      9155.50       0.000078          0.000062      0.000141  0.000141  0.000071  0.000000  0.000141  0.000141  0.000071  0.000000  0.000000         0.000000   0.000141
      9168.27      -0.000060          0.000094     -0.000181  0.000121 -0.000181  0.000000  0.000000 -0.000060 -0.000121  0.000000 -0.000121        -0.000181   0.000121
      9181.04       0.000115          0.000053      0.000182  0.000122  0.000122  0.000000  0.000122  0.000182  0.000061  0.000122  0.000122         0.000000   0.000182
      9193.81       0.000103          0.000049      0.000071  0.000214  0.000143  0.000071  0.000071  0.000071  0.000143  0.000071  0.000071         0.000071   0.000214
      9206.58       0.000010          0.000091      0.000000 -0.000183  0.000091 -0.000091  0.000091  0.000091  0.000091  0.000000  0.000000        -0.000183   0.000091
      9219.36      -0.000079          0.000079      0.000000 -0.000118 -0.000236  0.000000 -0.000118 -0.000118 -0.000118  0.000000  0.000000        -0.000236   0.000000
      9232.13      -0.000213          0.000101     -0.000147 -0.000147 -0.000147 -0.000147 -0.000147 -0.000295 -0.000442 -0.000147 -0.000295        -0.000442  -0.000147
      9244.91       0.000137          0.000162      0.000353  0.000000  0.000176  0.000176  0.000176  0.000353  0.000176  0.000000 -0.000176        -0.000176   0.000353
      9257.68       0.000091          0.000218      0.000410  0.000000  0.000000  0.000205  0.000205  0.000000 -0.000410  0.000205  0.000205        -0.000410   0.000410
      9270.46      -0.000206          0.000171     -0.000232  0.000000 -0.000464 -0.000232  0.000000  0.000000 -0.000232 -0.000232 -0.000464        -0.000464   0.000000
      9283.24       0.000113          0.000174      0.000000  0.000000  0.000254  0.000254  0.000000 -0.000254  0.000254  0.000254  0.000254        -0.000254   0.000254
      9296.02       0.000119          0.000184      0.000268  0.000268  0.000268 -0.000268  0.000000  0.000268  0.000000  0.000268  0.000000        -0.000268   0.000268
      9308.80       0.000183          0.000258      0.000548  0.000274  0.000274  0.000000  0.000548  0.000000  0.000000 -0.000274  0.000274        -0.000274   0.000548
      9321.59      -0.000276          0.000130     -0.000276 -0.000276 -0.000276 -0.000276  0.000000 -0.000276 -0.000552 -0.000276 -0.000276        -0.000552   0.000000
      9334.37       0.000458          0.000224      0.000275  0.000549  0.000275  0.000824  0.000549  0.000275  0.000275  0.000824  0.000275         0.000275   0.000824
      9347.16       0.000299          0.000235      0.000000  0.000538  0.000269  0.000269  0.000538  0.000000  0.000538  0.000538  0.000000         0.000000   0.000538
      9359.94      -0.000142          0.000212      0.000000  0.000000  0.000000  0.000000 -0.000511  0.000000 -0.000511 -0.000256  0.000000        -0.000511   0.000000
      9372.73       0.000369          0.000197      0.000474  0.000474  0.000474  0.000237  0.000711  0.000237  0.000000  0.000237  0.000474         0.000000   0.000711
      9385.52       0.000417          0.000069      0.000442  0.000442  0.000442  0.000442  0.000442  0.000221  0.000442  0.000442  0.000442         0.000221   0.000442
      9398.31      -0.000024          0.000186      0.000000  0.000000  0.000000  0.000212  0.000000 -0.000425  0.000212  0.000000 -0.000212        -0.000425   0.000212
      9411.11      -0.000095          0.000178      0.000000  0.000214  0.000000 -0.000214 -0.000427  0.000000 -0.000214  0.000000 -0.000214        -0.000427   0.000214
      9423.90       0.000123          0.000151      0.000000  0.000000  0.000221  0.000221  0.000442  0.000221  0.000000  0.000000  0.000000         0.000000   0.000442
      9436.69       0.000152          0.000215      0.000228  0.000456 -0.000228  0.000228  0.000228 -0.000228  0.000228  0.000228  0.000228        -0.000228   0.000456
      9449.49       0.000538          0.000188      0.000461  0.000230  0.000691  0.000921  0.000461  0.000461  0.000691  0.000461  0.000461         0.000230   0.000921
      9462.29       0.000075          0.000238      0.000000  0.000000  0.000000  0.000226  0.000452 -0.000226  0.000000  0.000452 -0.000226        -0.000226   0.000452
      9475.09      -0.000096          0.000147     -0.000430  0.000000  0.000000  0.000000  0.000000  0.000000 -0.000215  0.000000 -0.000215        -0.000430   0.000000
      9487.89      -0.000022          0.000148      0.000000  0.000000 -0.000201  0.000201 -0.000201  0.000000  0.000201  0.000000 -0.000201        -0.000201   0.000201
      9500.69      -0.000021          0.000205      0.000000  0.000187  0.000187  0.000187 -0.000187  0.000187 -0.000187 -0.000373 -0.000187        -0.000373   0.000187
      9513.49      -0.000197          0.000176     -0.000354 -0.000177 -0.000177  0.000000 -0.000177  0.000000 -0.000354  0.000000 -0.000531        -0.000531   0.000000
      9526.29      -0.000136          0.000110      0.000000  0.000000  0.000000 -0.000174 -0.000174 -0.000174 -0.000349 -0.000174 -0.000174        -0.000349   0.000000
      9539.10       0.000201          0.000158      0.000181  0.000361  0.000361  0.000181  0.000361  0.000181 -0.000181  0.000181  0.000181        -0.000181   0.000361
      9551.90       0.000130          0.000130      0.000195  0.000195 -0.000195  0.000000  0.000195  0.000195  0.000195  0.000195  0.000195        -0.000195   0.000195
      9564.71       0.000217          0.000205      0.000000  0.000000  0.000000  0.000434  0.000651  0.000217  0.000217  0.000217  0.000217         0.000000   0.000651
      9577.52      -0.000108          0.000166      0.000000  0.000000 -0.000243 -0.000485  0.000000  0.000000  0.000000 -0.000243  0.000000        -0.000485   0.000000
      9590.33      -0.000239          0.000296     -0.000538 -0.000269 -0.000269 -0.000269 -0.000269  0.000538 -0.000538 -0.000269 -0.000269        -0.000538   0.000538
      9603.14       0.000097          0.000238     -0.000291  0.000291  0.000000  0.000000  0.000000  0.000582  0.000000  0.000291  0.000000        -0.000291   0.000582
      9615.96      -0.000034          0.000338      0.000000  0.000000  0.000307 -0.000307 -0.000307  0.000000  0.000615 -0.000615  0.000000        -0.000615   0.000615
      9628.77      -0.000245          0.000247     -0.000629 -0.000314  0.000000  0.000000 -0.000314 -0.000314  0.000000  0.000000 -0.000629        -0.000629   0.000000
      9641.58      -0.000104          0.000208      0.000000  0.000000 -0.000311  0.000311  0.000000 -0.000311 -0.000311 -0.000311  0.000000        -0.000311   0.000311
      9654.40      -0.000330          0.000168     -0.000593 -0.000297  0.000000 -0.000297 -0.000297 -0.000297 -0.000297 -0.000297 -0.000593        -0.000593   0.000000
      9667.22       0.000121          0.000136      0.000000  0.000000  0.000273  0.000273  0.000273  0.000273  0.000000  0.000000  0.000000         0.000000   0.000273
      9680.04       0.000000          0.000284     -0.000492  0.000000 -0.000246 -0.000246  0.000492  0.000000  0.000246  0.000246  0.000000        -0.000492   0.000492
      9692.86       0.000123          0.000151      0.000000  0.000000  0.000221  0.000221  0.000441  0.000000  0.000000  0.000221  0.000000         0.000000   0.000441
      9705.68       0.000179          0.000148      0.000201  0.000402  0.000000  0.000402  0.000201  0.000000  0.000201  0.000000  0.000201         0.000000   0.000402
      9718.50       0.000209          0.000187     -0.000188  0.000188  0.000188  0.000376  0.000376  0.000188  0.000376  0.000376  0.000000        -0.000188   0.000376
      9731.33       0.000099          0.000170      0.000178  0.000000  0.000356  0.000000  0.000000 -0.000178  0.000356  0.000000  0.000178        -0.000178   0.000356
      9744.15       0.000000          0.000135     -0.000166  0.000000 -0.000166  0.000166  0.000000  0.000166  0.000166  0.000000 -0.000166        -0.000166   0.000166
      9756.98       0.000078          0.000149      0.000140  0.000140  0.000140  0.000280  0.000000  0.000140 -0.000280  0.000000  0.000140        -0.000280   0.000280
      9769.81       0.000057          0.000070      0.000000  0.000102  0.000102 -0.000102  0.000102  0.000102  0.000102  0.000000  0.000102        -0.000102   0.000102
      9782.64      -0.000024          0.000059      0.000000  0.000073 -0.000145  0.000000 -0.000073  0.000000  0.000000  0.000000 -0.000073        -0.000145   0.000073
      9795.47       0.000013          0.000037      0.000000  0.000000  0.000059  0.000000  0.000059 -0.000059  0.000059  0.000000  0.000000        -0.000059   0.000059
      9808.30      -0.000068          0.000051     -0.000111  0.000056 -0.000111 -0.000056 -0.000056 -0.000056 -0.000111 -0.000056 -0.000111        -0.000111   0.000056
      9821.13      -0.000028          0.000061     -0.000063  0.000000 -0.000127 -0.000063  0.000063  0.000000 -0.000063  0.000063 -0.000063        -0.000127   0.000063
      9833.97       0.000102          0.000053      0.000084  0.000084  0.000000  0.000168  0.000168  0.000084  0.000168  0.000084  0.000084         0.000000   0.000168
      9846.80       0.000104          0.000066      0.000117  0.000000  0.000117  0.000117  0.000117  0.000000  0.000117  0.000117  0.000234         0.000000   0.000234
      9859.64       0.000134          0.000111      0.000000  0.000302  0.000000  0.000151  0.000151  0.000000  0.000151  0.000302  0.000151         0.000000   0.000302
      9872.48      -0.000036          0.000147      0.000000  0.000000 -0.000160  0.000000  0.000000  0.000160  0.000160 -0.000320 -0.000160        -0.000320   0.000160
      9885.32       0.000074          0.000091      0.000133  0.000266  0.000133  0.000000  0.000133  0.000000  0.000000  0.000000  0.000000         0.000000   0.000266
      9898.16       0.000105          0.000070      0.000189  0.000000  0.000094  0.000189  0.000094  0.000189  0.000094  0.000000  0.000094         0.000000   0.000189
      9911.00       0.000101          0.000067      0.000000  0.000070  0.000140  0.000070  0.000140  0.000140  0.000140  0.000210  0.000000         0.000000   0.000210
      9923.84       0.000065          0.000033      0.000059  0.000059  0.000059  0.000000  0.000059  0.000059  0.000118  0.000118  0.000059         0.000000   0.000118
      9936.69       0.000013          0.000045      0.000000  0.000058 -0.000058  0.000058  0.000000  0.000000  0.000058  0.000058 -0.000058        -0.000058   0.000058
      9949.53      -0.000022          0.000031      0.000000 -0.000066  0.000000 -0.000066  0.000000 -0.000066  0.000000  0.000000  0.000000        -0.000066   0.000000
      9962.38       0.000133          0.000081      0.000085  0.000170  0.000000  0.000170  0.000170  0.000170  0.000256  0.000000  0.000170         0.000000   0.000256
      9975.23       0.000141          0.000072      0.000000  0.000115  0.000115  0.000230  0.000115  0.000230  0.000115  0.000115  0.000230         0.000000   0.000230
      9988.08      -0.000069          0.000128     -0.000154 -0.000154  0.000154 -0.000154  0.000000 -0.000154  0.000154 -0.000154 -0.000154        -0.000154   0.000154
#
