 ! Swift/XRT lightcurve of trigger: 10977, name: Swift J005139.2-721704 
 ! T0 for this burst is Swift MET=153250381.8006 s, = 2005 Nov 09 at 17:33:01.970 UT
 ! Data covers 0.3-10 keV
 ! The data are in 5 columns: ";
 ! time, time error (+ve), time error (-ve), source count-rate, source error
 ! For a detailed description of light curve production, see Evans et al. 2007 (A&A, 469, 379 )
 ! For a detailed description of the file, see
 ! http://www.swift.ac.uk/xrt_curves/docs.php
 ! This lightcurve was obtained from http://www.swift.ac.uk/xrt_curves/00010977
 ! BINMODE: 
! WT data
!MJD    	T_+ve   	T_-ve   	Rate    	Ratepos 	Rateneg
56237.4839411751	0.0346618981481482	-0.0346618981481482	3.2278e-02	0.0000e+00	0.0000e+00
56250.0364637183	0.00507844907407407	-0.00507844907407407	1.5764e-02	0.0000e+00	0.0000e+00
56251.8364073365	0.139847164351852	-0.139847164351852	7.5107e-03	0.0000e+00	0.0000e+00
56258.5090874531	0.00327922453703704	-0.00327922453703704	2.0101e-02	0.0000e+00	0.0000e+00
56259.6886888917	0.1063065625	-0.1063065625	6.8687e-03	0.0000e+00	0.0000e+00
56264.2153003286	0.171362210648148	-0.171362210648148	1.3166e-02	0.0000e+00	0.0000e+00
57547.8087218461	0.000319212962962963	-0.000319212962962963	1.3875e-01	0.0000e+00	0.0000e+00
57563.758973022	0.000348240740740741	-0.000348240740740741	1.5900e-01	0.0000e+00	0.0000e+00
57567.7381221401	0.000333726851851852	-0.000333726851851852	3.0363e-01	0.0000e+00	0.0000e+00
57575.766739566	0.000319212962962963	-0.000319212962962963	1.8799e-01	0.0000e+00	0.0000e+00
57579.6321634988	0.000348240740740741	-0.000348240740740741	2.9834e-01	0.0000e+00	0.0000e+00
57585.2653408588	0.000377256944444444	-0.000377256944444444	1.6546e-01	0.0000e+00	0.0000e+00
57599.1781367882	0.000878032407407407	-0.000878032407407407	7.7560e-02	0.0000e+00	0.0000e+00
57603.695020015	0.000879606481481482	-0.000879606481481482	8.8898e-02	0.0000e+00	0.0000e+00
57610.6004976887	0.000348240740740741	-0.000348240740740741	1.3978e-01	0.0000e+00	0.0000e+00
57611.0025659525	0.000435300925925926	-0.000435300925925926	2.0578e-01	0.0000e+00	0.0000e+00
57617.5801378403	0.000348240740740741	-0.000348240740740741	1.6424e-01	0.0000e+00	0.0000e+00
57624.6162064861	0.00027568287037037	-0.00027568287037037	1.6257e-01	0.0000e+00	0.0000e+00
57631.5259780012	0.000348240740740741	-0.000348240740740741	1.2731e-01	0.0000e+00	0.0000e+00
57652.7390164931	0.000362743055555556	-0.000362743055555556	1.1942e-01	0.0000e+00	0.0000e+00
57652.7390164931	0.000362743055555556	-0.000362743055555556	1.1942e-01	0.0000e+00	0.0000e+00
57659.6482498588	0.000348240740740741	-0.000348240740740741	1.4053e-01	0.0000e+00	0.0000e+00
57666.6760148102	0.000333726851851852	-0.000333726851851852	1.9040e-01	0.0000e+00	0.0000e+00
57673.586578581	0.000362743055555556	-0.000362743055555556	1.5550e-01	0.0000e+00	0.0000e+00
57680.7056909039	0.000362743055555556	-0.000362743055555556	1.1647e-01	0.0000e+00	0.0000e+00
57687.4698084236	0.000362743055555556	-0.000362743055555556	1.1529e-01	0.0000e+00	0.0000e+00
57701.8455966111	0.000348240740740741	-0.000348240740740741	1.4999e-01	0.0000e+00	0.0000e+00
57708.4953703102	0.000333726851851852	-0.000333726851851852	1.8318e-01	0.0000e+00	0.0000e+00
57717.3905385833	0.000304710648148148	-0.000304710648148148	2.0110e-01	0.0000e+00	0.0000e+00
57722.770642581	0.00027568287037037	-0.00027568287037037	1.7816e-01	0.0000e+00	0.0000e+00
57729.480638316	0.000348240740740741	-0.000348240740740741	1.7439e-01	0.0000e+00	0.0000e+00
57736.9065403241	0.000377256944444444	-0.000377256944444444	1.1406e-01	0.0000e+00	0.0000e+00
57751.6195527407	0.000348240740740741	-0.000348240740740741	1.6367e-01	0.0000e+00	0.0000e+00
57758.7801211944	0.000362743055555556	-0.000362743055555556	1.2617e-01	0.0000e+00	0.0000e+00
57764.555014647	0.000362743055555556	-0.000362743055555556	1.1573e-01	0.0000e+00	0.0000e+00
57769.9653779363	0.16968	-0.16968	3.8674e-03	0.0000e+00	0.0000e+00
57771.1954608183	0.00242314814814815	-0.00242314814814815	3.2309e-02	0.0000e+00	0.0000e+00
57772.0694982731	0.000362743055555556	-0.000362743055555556	1.1422e-01	0.0000e+00	0.0000e+00
57772.6363723704	0.0404616435185185	-0.0404616435185185	7.5418e-03	0.0000e+00	0.0000e+00
57773.0934656111	0.0347748726851852	-0.0347748726851852	5.6445e-03	0.0000e+00	0.0000e+00
57774.3540538993	0.0339023958333333	-0.0339023958333333	6.8724e-03	0.0000e+00	0.0000e+00
57775.3128503461	0.0709467476851852	-0.0709467476851852	7.1122e-03	0.0000e+00	0.0000e+00
57776.4815116782	0.0411813888888889	-0.0411813888888889	6.8154e-03	0.0000e+00	0.0000e+00
57777.26882375	0.0344221296296296	-0.0344221296296296	9.1288e-03	0.0000e+00	0.0000e+00
57778.8079630787	0.1647309375	-0.1647309375	7.8230e-03	0.0000e+00	0.0000e+00
57778.902506412	0.000348240740740741	-0.000348240740740741	1.1964e-01	0.0000e+00	0.0000e+00
57782.0976954178	0.00692119212962963	-0.00692119212962963	8.2280e-03	0.0000e+00	0.0000e+00
57784.3215334282	0.0386580208333333	-0.0386580208333333	5.7650e-03	0.0000e+00	0.0000e+00
57785.282484875	0.000333726851851852	-0.000333726851851852	1.2518e-01	0.0000e+00	0.0000e+00
57786.3091571794	0.101027384259259	-0.101027384259259	5.7638e-03	0.0000e+00	0.0000e+00
57804.8606202998	0.10164	-0.10164	1.6790e-02	0.0000e+00	0.0000e+00
57806.4907256933	0.000319212962962963	-0.000319212962962963	1.3314e-01	0.0000e+00	0.0000e+00
57808.418195787	0.0676725231481481	-0.0676725231481481	7.1199e-03	0.0000e+00	0.0000e+00
57810.4046603356	0.13121025462963	-0.13121025462963	6.6469e-03	0.0000e+00	0.0000e+00
57819.4673623391	0.369211168981481	-0.369211168981481	1.0184e-02	0.0000e+00	0.0000e+00
57820.3111077905	0.000348240740740741	-0.000348240740740741	1.2304e-01	0.0000e+00	0.0000e+00
57820.898004353	0.00175569444444444	-0.00175569444444444	2.9929e-02	0.0000e+00	0.0000e+00
57821.4928153831	0.468763553240741	-0.468763553240741	8.4776e-03	0.0000e+00	0.0000e+00
57822.057229897	0.0369862847222222	-0.0369862847222222	8.9424e-03	0.0000e+00	0.0000e+00
57823.5308458356	0.0390450115740741	-0.0390450115740741	6.1045e-03	0.0000e+00	0.0000e+00
57826.6655537755	0.000319212962962963	-0.000319212962962963	1.3325e-01	0.0000e+00	0.0000e+00
57834.6405495162	0.000348240740740741	-0.000348240740740741	1.2442e-01	0.0000e+00	0.0000e+00
57835.2423707431	0.00666001157407407	-0.00666001157407407	1.0416e-02	0.0000e+00	0.0000e+00
57836.376639169	0.00298902777777778	-0.00298902777777778	2.8307e-02	0.0000e+00	0.0000e+00
57838.1593734861	0.00565884259259259	-0.00565884259259259	1.8303e-02	0.0000e+00	0.0000e+00
57842.5412633125	0.000377256944444444	-0.000377256944444444	1.1617e-01	0.0000e+00	0.0000e+00
57854.538068184	0.000377256944444444	-0.000377256944444444	1.7376e-01	0.0000e+00	0.0000e+00
57857.119745162	0.00641334490740741	-0.00641334490740741	9.2961e-03	0.0000e+00	0.0000e+00
57860.1070884607	0.00655844907407407	-0.00655844907407407	9.1428e-03	0.0000e+00	0.0000e+00
57861.3119324768	0.000348240740740741	-0.000348240740740741	1.6789e-01	0.0000e+00	0.0000e+00
57863.696962059	0.198503506944444	-0.198503506944444	1.8572e-02	0.0000e+00	0.0000e+00
57866.0751624526	0.00583295138888889	-0.00583295138888889	1.5810e-02	0.0000e+00	0.0000e+00
57868.2838880069	0.000362743055555556	-0.000362743055555556	1.2101e-01	0.0000e+00	0.0000e+00
57869.4695517338	0.403824988425926	-0.403824988425926	1.0145e-02	0.0000e+00	0.0000e+00
57875.7768373333	0.000362743055555556	-0.000362743055555556	1.2189e-01	0.0000e+00	0.0000e+00
57882.6905835914	0.000130590277777778	-0.000130590277777778	3.3518e-01	0.0000e+00	0.0000e+00
57883.8464394711	0.104002326388889	-0.104002326388889	1.0036e-02	0.0000e+00	0.0000e+00
57885.3057356157	0.0363770486111111	-0.0363770486111111	1.0496e-02	0.0000e+00	0.0000e+00
57889.6499633576	0.000333726851851852	-0.000333726851851852	1.3533e-01	0.0000e+00	0.0000e+00
57891.3842039815	0.000957650462962963	-0.000957650462962963	8.9218e-02	0.0000e+00	0.0000e+00
57907.347746206	0.00547020833333333	-0.00547020833333333	1.1283e-02	0.0000e+00	0.0000e+00
57909.2740084514	0.00491883101851852	-0.00491883101851852	1.1470e-02	0.0000e+00	0.0000e+00
57910.3400396887	0.000319212962962963	-0.000319212962962963	1.4101e-01	0.0000e+00	0.0000e+00
57912.9146345359	0.0057894212962963	-0.0057894212962963	1.0237e-02	0.0000e+00	0.0000e+00
57915.9671357384	0.00554275462962963	-0.00554275462962963	1.4791e-02	0.0000e+00	0.0000e+00
57917.3725998218	0.000333726851851852	-0.000333726851851852	1.6142e-01	0.0000e+00	0.0000e+00
57917.3737388032	0.000217650462962963	-0.000217650462962963	2.0496e-01	0.0000e+00	0.0000e+00
57918.2265415463	0.00586201388888889	-0.00586201388888889	1.5568e-02	0.0000e+00	0.0000e+00
57921.3553458137	0.462473969907407	-0.462473969907407	1.2513e-02	0.0000e+00	0.0000e+00
57924.5360575127	0.000333726851851852	-0.000333726851851852	1.3289e-01	0.0000e+00	0.0000e+00
57945.7080009664	0.000377256944444444	-0.000377256944444444	1.2187e-01	0.0000e+00	0.0000e+00
57959.8910497002	0.000362743055555556	-0.000362743055555556	1.2403e-01	0.0000e+00	0.0000e+00
57966.6642178391	0.000333726851851852	-0.000333726851851852	1.3403e-01	0.0000e+00	0.0000e+00
57972.5109178542	0.336043321759259	-0.336043321759259	2.4710e-03	0.0000e+00	0.0000e+00
57973.3895935127	0.101126828703704	-0.101126828703704	7.4711e-03	0.0000e+00	0.0000e+00
57973.776522853	0.000348240740740741	-0.000348240740740741	1.7979e-01	0.0000e+00	0.0000e+00
58008.983116265	0.000348240740740741	-0.000348240740740741	1.4479e-01	0.0000e+00	0.0000e+00
58015.5626968102	0.000362743055555556	-0.000362743055555556	1.9657e-01	0.0000e+00	0.0000e+00
58022.6567085347	0.000377256944444444	-0.000377256944444444	1.1373e-01	0.0000e+00	0.0000e+00
58029.6160039282	0.000841574074074074	-0.000841574074074074	5.4753e-02	0.0000e+00	0.0000e+00
58036.6673014861	0.000362743055555556	-0.000362743055555556	1.7083e-01	0.0000e+00	0.0000e+00
58043.6405388229	0.000319212962962963	-0.000319212962962963	1.5133e-01	0.0000e+00	0.0000e+00
58064.7200049294	0.000319212962962963	-0.000319212962962963	1.3549e-01	0.0000e+00	0.0000e+00
58071.6223340602	0.000333726851851852	-0.000333726851851852	2.1597e-01	0.0000e+00	0.0000e+00
58078.6487486181	0.000348240740740741	-0.000348240740740741	1.5921e-01	0.0000e+00	0.0000e+00
58085.3637508611	0.000362743055555556	-0.000362743055555556	2.3998e-01	0.0000e+00	0.0000e+00
58092.3970718414	0.000362743055555556	-0.000362743055555556	1.4692e-01	0.0000e+00	0.0000e+00
58114.7899215289	0.000333726851851852	-0.000333726851851852	2.0178e-01	0.0000e+00	0.0000e+00
58127.6736796586	0.000333726851851852	-0.000333726851851852	1.2607e-01	0.0000e+00	0.0000e+00
58134.7836183576	0.000319224537037037	-0.000319224537037037	1.3596e-01	0.0000e+00	0.0000e+00
58141.4870492558	0.000333726851851852	-0.000333726851851852	1.2475e-01	0.0000e+00	0.0000e+00
58148.7810058947	0.000348240740740741	-0.000348240740740741	1.1997e-01	0.0000e+00	0.0000e+00
58169.5270467488	0.000319212962962963	-0.000319212962962963	1.3282e-01	0.0000e+00	0.0000e+00
58176.366886581	0.000362743055555556	-0.000362743055555556	1.1677e-01	0.0000e+00	0.0000e+00
58183.6049640405	0.000333726851851852	-0.000333726851851852	1.7017e-01	0.0000e+00	0.0000e+00
58190.4370353079	0.000348240740740741	-0.000348240740740741	1.2348e-01	0.0000e+00	0.0000e+00
58197.663180059	0.000333726851851852	-0.000333726851851852	1.2858e-01	0.0000e+00	0.0000e+00
58218.8680837431	0.000377256944444444	-0.000377256944444444	1.1631e-01	0.0000e+00	0.0000e+00
58225.2497694792	0.000333726851851852	-0.000333726851851852	1.2725e-01	0.0000e+00	0.0000e+00
58232.2696931979	0.000362743055555556	-0.000362743055555556	1.1682e-01	0.0000e+00	0.0000e+00
58239.1920028669	0.000348240740740741	-0.000348240740740741	1.6373e-01	0.0000e+00	0.0000e+00
58246.158944838	0.000319212962962963	-0.000319212962962963	1.9935e-01	0.0000e+00	0.0000e+00
58253.7166912974	0.000333726851851852	-0.000333726851851852	1.3200e-01	0.0000e+00	0.0000e+00
58268.2896325856	0.000348240740740741	-0.000348240740740741	1.3360e-01	0.0000e+00	0.0000e+00
58281.1629741944	0.000348240740740741	-0.000348240740740741	1.6523e-01	0.0000e+00	0.0000e+00
58288.2729305729	0.000362743055555556	-0.000362743055555556	1.1877e-01	0.0000e+00	0.0000e+00
58302.6029809074	0.000319212962962963	-0.000319212962962963	1.3394e-01	0.0000e+00	0.0000e+00
58323.1999522083	0.000362743055555556	-0.000362743055555556	1.6725e-01	0.0000e+00	0.0000e+00
58330.1899098472	0.000362743055555556	-0.000362743055555556	1.2291e-01	0.0000e+00	0.0000e+00
58344.3750279664	0.00027568287037037	-0.00027568287037037	2.2156e-01	0.0000e+00	0.0000e+00
58351.5437300486	0.000319212962962963	-0.000319212962962963	1.3703e-01	0.0000e+00	0.0000e+00
58372.9485853507	0.000362743055555556	-0.000362743055555556	1.2305e-01	0.0000e+00	0.0000e+00
58379.5878012373	0.000333726851851852	-0.000333726851851852	2.6239e-01	0.0000e+00	0.0000e+00
58386.4333889514	0.000348240740740741	-0.000348240740740741	1.2526e-01	0.0000e+00	0.0000e+00
58393.5170875694	0.000333726851851852	-0.000333726851851852	1.3745e-01	0.0000e+00	0.0000e+00
58400.5601474826	0.000348240740740741	-0.000348240740740741	1.2530e-01	0.0000e+00	0.0000e+00
58407.3906379039	0.000333726851851852	-0.000333726851851852	1.3086e-01	0.0000e+00	0.0000e+00
58422.7606230255	0.00576040509259259	-0.00576040509259259	1.3737e-02	0.0000e+00	0.0000e+00
58425.688070419	0.0700016550925926	-0.0700016550925926	1.6346e-02	0.0000e+00	0.0000e+00
58510.4300038808	0.1037509375	-0.1037509375	5.6459e-03	0.0000e+00	0.0000e+00
58533.4561118565	0.000319212962962963	-0.000319212962962963	1.3226e-01	0.0000e+00	0.0000e+00
58540.1643350093	0.000319212962962963	-0.000319212962962963	1.3087e-01	0.0000e+00	0.0000e+00
58547.1411009676	0.000333726851851852	-0.000333726851851852	1.2620e-01	0.0000e+00	0.0000e+00
58554.1626794618	0.000333726851851852	-0.000333726851851852	1.2582e-01	0.0000e+00	0.0000e+00
58561.3338778449	0.000333726851851852	-0.000333726851851852	1.2644e-01	0.0000e+00	0.0000e+00
58575.2462300671	0.000319212962962963	-0.000319212962962963	1.9644e-01	0.0000e+00	0.0000e+00
58582.2010931076	0.000362743055555556	-0.000362743055555556	1.5616e-01	0.0000e+00	0.0000e+00
58589.4408675428	0.000362743055555556	-0.000362743055555556	1.5515e-01	0.0000e+00	0.0000e+00
58596.1987965498	0.000319212962962963	-0.000319212962962963	1.3187e-01	0.0000e+00	0.0000e+00
58610.5322109907	0.000348240740740741	-0.000348240740740741	3.4464e-01	0.0000e+00	0.0000e+00
58631.2177135729	0.000333726851851852	-0.000333726851851852	1.3141e-01	0.0000e+00	0.0000e+00
58640.0326699444	0.000362743055555556	-0.000362743055555556	1.1581e-01	0.0000e+00	0.0000e+00
58645.6061700012	0.000362743055555556	-0.000362743055555556	1.1622e-01	0.0000e+00	0.0000e+00
58652.6554704352	0.000362743055555556	-0.000362743055555556	1.1841e-01	0.0000e+00	0.0000e+00
58687.5854100174	0.000362743055555556	-0.000362743055555556	1.8988e-01	0.0000e+00	0.0000e+00
58694.5508752303	0.000362743055555556	-0.000362743055555556	1.2170e-01	0.0000e+00	0.0000e+00
58701.6431458831	0.000362743055555556	-0.000362743055555556	1.6773e-01	0.0000e+00	0.0000e+00
58730.9509962523	0.000319212962962963	-0.000319212962962963	1.3744e-01	0.0000e+00	0.0000e+00
58750.5898136412	0.000261180555555556	-0.000261180555555556	3.1336e-01	0.0000e+00	0.0000e+00
58764.3942102083	0.000623923611111111	-0.000623923611111111	1.1770e-01	0.0000e+00	0.0000e+00
