A B $log(f)$
3.900624317426899523e-01 2.074197766139466381e+01 -2.349106019352992014e+00
4.185291849782437623e-01 1.957394449376859313e+01 -1.826956289301358893e+00
4.625951098084009061e-01 1.793546526648925976e+01 -2.516075067175255420e+00
4.977527963971972724e-01 1.651595191486990188e+01 -2.586295077871765713e+00
3.994514310079502195e-01 2.038940296631542992e+01 -2.322020186357729443e+00
5.595710606860855307e-01 1.412134408805155061e+01 -1.593020217913643677e+00
4.706241813770599691e-01 1.758822754747868089e+01 -2.081139401534178646e+00
4.911775409741263587e-01 1.689489437541198669e+01 -1.454862819153104780e+00
5.066526912164057705e-01 1.617785632374719995e+01 -2.158140896508335516e+00
5.806759924580067178e-01 1.327679470448833854e+01 -1.966454299296229280e+00
5.586531100313436582e-01 1.419936788627063606e+01 -1.847906126767803414e+00
4.329354932363962405e-01 1.905141560393916222e+01 -2.207023798432592443e+00
2.549667111782110140e-01 2.594692725726099525e+01 -1.194064808102661246e+00
3.559442351436530316e-01 2.213026765176575594e+01 -2.368726446007134001e+00
4.296194110800968247e-01 1.913862043436856197e+01 -2.295696344078499429e+00
2.796111609047571278e-01 2.499947904138950605e+01 -1.976791890058363421e+00
2.694881500770751614e-01 2.534285754350200648e+01 -1.717935603445807757e+00
3.126514955330357282e-01 2.377102261492028390e+01 -2.125124816472792944e+00
3.355273522196693392e-01 2.280326267189998646e+01 -1.989001284897684130e+00
4.792540239352618414e-01 1.721930511357017224e+01 -1.671357969342505356e+00
3.112384716682985442e-01 2.395604831442956595e+01 -9.624898128799088681e-01
2.265514247672388848e-01 2.720099199585081351e+01 -1.533999293783406159e+00
4.294761394052386549e-01 1.928578464596338904e+01 -1.546168614303097044e+00
1.726594475180380783e-01 2.904537516553222076e+01 -1.873872303353641300e+00
6.533246900183247163e-01 1.059026953676459470e+01 -1.907601745839867746e+00
4.660048176146140975e-01 1.776637513815197167e+01 -1.946873301556777847e+00
3.857944229381082835e-01 2.076190616317988002e+01 -1.278702906279729490e+00
1.246160820776687217e-01 3.098462199974594000e+01 -1.116526235214836404e+00
6.747817836081928533e-01 9.632754332083372617e+00 -2.157864911141407660e+00
5.838235154032940244e-01 1.330408172007884104e+01 -1.233983800966406363e+00
7.180094843249307246e-01 7.965577780214793790e+00 -1.579426619462335424e+00
5.140719653995855509e-01 1.585659205789565362e+01 -1.412535444431707532e+00
4.196696877943022486e-01 1.936319489741040911e+01 -1.027274845795073333e+00
4.484268334578764836e-01 1.848069177051336709e+01 -2.030558420356332050e+00
5.405492399789579849e-01 1.496100143046791686e+01 -2.138832768801696815e+00
4.626730419158313623e-01 1.796477769840986838e+01 -1.746044447320349136e+00
4.852309953935005638e-01 1.706631163192436418e+01 -2.044558603851927892e+00
4.577733240357027000e-01 1.809877237118669058e+01 -1.704513312283639337e+00
4.901129012393177220e-01 1.690692710719638825e+01 -2.103066775432810509e+00
4.028395900966970089e-01 2.019821225494987971e+01 -1.227066202456365218e+00
4.416482743425156343e-01 1.893954489559128973e+01 -1.174210039959934448e+00
6.414625485165004193e-01 1.094335927100331674e+01 -1.824697357541914755e+00
2.774273949322729749e-01 2.511207820224875320e+01 -1.455078766773375776e+00
5.707974242763782513e-01 1.380382369126037645e+01 -1.754003237077689903e+00
4.321535882517437699e-01 1.907921848729661463e+01 -2.329104559024094634e+00
3.764048654466165544e-01 2.118811541998087478e+01 -2.236194909981337631e+00
5.288515082898985753e-01 1.539702564248821659e+01 -1.512249665239480123e+00
5.223405391579021284e-01 1.560606847061117719e+01 -1.463858294732190757e+00
5.689432622017953634e-01 1.373304039859752379e+01 -2.207777435414726597e+00
7.975746469388909077e-01 4.959603499302325247e+00 -1.754689483400706962e+00
5.771586273328566108e-01 1.343177844423075129e+01 -1.922773999281467638e+00
3.560650663830138285e-01 2.200703781561064432e+01 -2.342022118501186689e+00
4.526584224549559110e-01 1.827830226123658264e+01 -2.400566977614034592e+00
4.294761394052386549e-01 1.928578464596338904e+01 -1.546168614303097044e+00
4.883248174699073019e-01 1.700463305144474191e+01 -1.700184876490489216e+00
5.811494900436287026e-01 1.331299546924497434e+01 -2.296645671342616879e+00
3.363856998809104937e-01 2.285559068056394949e+01 -1.870476361909046759e+00
3.949883489373799961e-01 2.056119163580647324e+01 -1.740943657713515336e+00
7.362597632188627728e-01 7.343846712928979059e+00 -1.809902129393419656e+00
5.745008204471258040e-01 1.362745282974969285e+01 -2.355473608945981567e+00
7.510394325630045387e-01 6.783817373101982184e+00 -1.479439130229566857e+00
4.918729446824237073e-01 1.699809643720339380e+01 -1.381162891198467690e+00
5.226251848745437911e-01 1.565168894970481972e+01 -1.884002263054091131e+00
2.451099423526521548e-01 2.628598556458628366e+01 -1.756013353598699922e+00
6.612954995038151651e-01 1.024697530035228965e+01 -2.065023947400218773e+00
2.207525270947829910e-01 2.716515642497964222e+01 -1.956614951210742248e+00
3.068336191229334986e-01 2.391443609647512858e+01 -2.691705042462214870e+00
4.086028357795434829e-01 2.002180532448194583e+01 -2.664678469036902086e+00
7.137542478499003806e-01 8.091111036533192191e+00 -1.724958802416070469e+00
4.253775897264233663e-01 1.939749730019330087e+01 -2.290309980750846464e+00
3.072273775510314664e-01 2.391271686324009238e+01 -2.150084912334478737e+00
2.432152593140717300e-01 2.630045691728861357e+01 -1.611101592534341265e+00
4.823763965856215918e-01 1.696972299124927019e+01 -1.084730585399318770e+00
3.781533513044443851e-01 2.115594994495186398e+01 -1.897388433849609868e+00
6.234976550353206193e-01 1.175173963388747467e+01 -2.038575411472872467e+00
4.336685862607065900e-01 1.905086226214353928e+01 -1.849219205794822685e+00
6.204764863906575556e-01 1.186427289478216096e+01 -1.311108570760413983e+00
4.191916584699129089e-01 1.960890655701572882e+01 -1.466546506044625886e+00
4.674225790639816580e-01 1.768459674911505175e+01 -1.796893648880089955e+00
2.835472031808699001e-01 2.475171992719516822e+01 -1.723625665697667841e+00
5.414724078053687606e-01 1.491122912302101611e+01 -2.272455711939198153e+00
4.582417254736945722e-01 1.802750294391552188e+01 -1.868132607634155562e+00
3.397718953860202618e-01 2.256885068516619697e+01 -1.370215436584270918e+00
4.615204873850320411e-01 1.794541878347807540e+01 -1.090548279373454221e+00
3.696847966899738935e-01 2.155421876746122223e+01 -1.967416091196858119e+00
3.661290646472501464e-01 2.163997478759043247e+01 -2.682062530338132689e+00
3.439166826087500795e-01 2.245513236835314075e+01 -1.764763199774700198e+00
5.653117530766937904e-01 1.393372385009459435e+01 -1.677401889962821357e+00
3.569435623715477846e-01 2.213013953298229808e+01 -1.644710304607450269e+00
4.305460310811923819e-01 1.921693812970771376e+01 -2.230744358140512418e+00
-1.728531469979799340e-02 3.630615046837213811e+01 -1.537591439158989104e+00
2.690102921731210017e-01 2.539182497791847481e+01 -2.015911117039355105e+00
2.690102921731210017e-01 2.539182497791847481e+01 -2.015911117039355105e+00
3.870458200679554039e-01 2.082346185378789727e+01 -1.635022559478727544e+00
2.619223929537781714e-01 2.563662658088047408e+01 -1.975123852980878780e+00
1.018427752136812359e-01 3.193067838008558113e+01 -1.384053789053362848e+00
6.269446559652340767e-01 1.149793955269581147e+01 -2.008776740824443685e+00
4.780646335308382788e-01 1.736844981241134889e+01 -1.995766108972269137e+00
4.566466347761259925e-01 1.819657687749692343e+01 -1.992757159426012947e+00
3.743221580120721370e-01 2.124191570109708493e+01 -1.952655463987021278e+00
4.423507861884559134e-01 1.869118652998647434e+01 -2.750250174686305726e+00
5.189228645833630083e-01 1.580888974944585357e+01 -1.732985130216549763e+00
3.210258351759485151e-01 2.328199778001346942e+01 -1.399521603966711325e+00
4.362403411085047367e-01 1.900723766754822464e+01 -2.274604531449959666e+00
5.734782586576905317e-01 1.358949605885112533e+01 -1.815849778722519403e+00
6.023368972049816250e-01 1.253972258650374982e+01 -2.007546522038163417e+00
4.444846918131428737e-01 1.864410337599575485e+01 -2.787825043075352838e+00
4.055280895304385069e-01 2.005347982036290944e+01 -2.478586475585863091e+00
3.197492902931209358e-01 2.337875833730122821e+01 -1.813702854030022849e+00
3.193637833581970398e-01 2.348963905768722782e+01 -1.801743338654684834e+00
3.152382391754233737e-01 2.358085111275499912e+01 -1.729160057780713800e+00
5.679472560895675315e-01 1.380522286898585094e+01 -1.139700456518504268e+00
3.780853721021379954e-01 2.143038202702093997e+01 -6.861460637609457791e-01
3.981378060183349277e-01 2.045751356049504466e+01 -1.945795306238100153e+00
2.919172484858734151e-01 2.450852335236371005e+01 -2.093626469495468712e+00
5.595710606860855307e-01 1.412134408805155061e+01 -1.593020217913643677e+00
5.702226019412197644e-01 1.376236527795325060e+01 -1.861524610587780515e+00
1.859675269732115055e-01 2.857820518099634910e+01 -1.094826045381562807e+00
5.617320979927935554e-01 1.413751657657446259e+01 -2.026340794334854145e+00
4.106501611675898999e-01 1.983084166518914060e+01 -1.890675758491454417e+00
4.679912711346823073e-01 1.771044796107355523e+01 -2.309267348721554924e+00
4.279766534964295488e-01 1.923207923139496955e+01 -2.287554954809912999e+00
6.023368972049816250e-01 1.253972258650374982e+01 -2.007546522038163417e+00
2.543196215398957349e-01 2.587803890385303873e+01 -1.978671378897823629e+00
5.199177798055885091e-01 1.563913248195414951e+01 -1.626005418753456055e+00
4.227335146287192202e-01 1.928978067577031652e+01 -1.511870569773950734e+00
4.195421492215967163e-01 1.954815334399945925e+01 -1.941088360283888647e+00
3.477035802609869108e-01 2.240439523507849628e+01 -1.889346217472123612e+00
4.321221449667849157e-01 1.896678150928107698e+01 -1.780512928263416228e+00
3.512831861163956404e-01 2.217719720090637736e+01 -1.718779398927235746e+00
4.812643544040255961e-01 1.720937805400551213e+01 -2.161903012232838428e+00
3.619397477974821697e-01 2.195757721467121826e+01 -2.108629891816445223e+00
4.594806108524558397e-01 1.806352369895481758e+01 -2.132948950618390960e+00
6.276403837082806803e-01 1.160804627984870763e+01 -2.043304685458259939e+00
1.795111097593888871e-01 2.876618028457849618e+01 -1.599023590291579922e+00
2.563924251281672895e-01 2.591289777333204825e+01 -1.073400568366629670e+00
4.273219335952234132e-01 1.922803807570033285e+01 -1.907861152611500799e+00
4.269623637882951073e-01 1.937996418351986705e+01 -2.165906347004943555e+00
4.123679694749817770e-01 1.984979284297792645e+01 -2.349590459497309602e+00
1.936937742233872939e-01 2.826145923442570052e+01 -2.051860467646068997e+00
3.296591795867769292e-01 2.304283706498036111e+01 -1.882834827071480532e+00
5.946810278045440157e-01 1.279658284041733651e+01 -2.012506604302460644e+00
4.538708715772408198e-01 1.818148248467576877e+01 -1.841183358655360536e+00
3.830334164567652522e-01 2.098580319672742434e+01 -2.476118628503451546e+00
6.170064034984221735e-01 1.192605352200665436e+01 -2.134614106139385292e+00
4.937890300293332757e-01 1.669271085247173403e+01 -2.377440310897335429e+00
7.745169128642164225e-01 5.718234976376727730e+00 -7.365666279115572479e-01
4.534669475567181252e-01 1.830158690598941007e+01 -2.075390811553365467e+00
8.182616812267404782e-01 4.022464577752970172e+00 -1.713216207824769910e+00
3.968938212176738034e-01 2.041356129313265910e+01 -2.333908120223695093e+00
5.930729651670141322e-02 3.360996829140253794e+01 -1.319618669941842626e+00
4.122342058718651003e-01 1.998980431413430381e+01 -1.483712639675957234e+00
6.071753737997642730e-01 1.224651072462465606e+01 -1.785004923581391623e+00
4.646952629986422778e-01 1.777850106848391221e+01 -2.192045868011565091e+00
5.374732535192627836e-01 1.506916428438514544e+01 -2.073260544228810787e+00
3.702867692530844579e-01 2.144294569160295794e+01 -2.614771034425591445e+00
6.488105381254261061e-01 1.066322821789550801e+01 -1.924748893896675028e+00
5.196177579835552507e-01 1.569702680055105759e+01 -2.162124452898423144e+00
3.998294567070797001e-01 2.028592002791913274e+01 -1.888603932588585721e+00
4.531134653055204353e-01 1.825869613964365357e+01 -2.417673124017230890e+00
5.009166722283424633e-01 1.639944565896588813e+01 -2.180173530686461802e+00
5.769875413911424999e-01 1.335349121246841975e+01 -1.766290812797734588e+00
4.352795093020827011e-01 1.892136738332578716e+01 -2.134537294899493176e+00
5.651433939914483062e-01 1.394450547757539027e+01 -2.265816218723966102e+00
4.439526931848032376e-01 1.860040753396533830e+01 -2.210444313472611277e+00
8.118707273920300338e-01 4.256408187755823747e+00 -1.367845586038674455e+00
4.141639635096687755e-01 1.979844110962049086e+01 -2.346598252375131644e+00
4.169215050200332229e-01 1.980956098841632240e+01 -1.983019022535994935e+00
3.621900899350372072e-01 2.184239509404393687e+01 -2.641465263871413782e+00
2.341383013521358691e-01 2.665205060739852172e+01 -1.941935265168005742e+00
5.285512983488782623e-01 1.536197105576822253e+01 -2.082653087987436535e+00
4.995088211429354885e-01 1.644220627462584616e+01 -2.172358763310025864e+00
4.732318730243427751e-01 1.723845709051390429e+01 -1.410456217958069303e+00
4.065570566067666647e-01 2.004420780865181939e+01 -2.239373012926336948e+00
1.750783637961070838e-01 2.895147703083181057e+01 -1.854228138717939345e+00
6.414625485165004193e-01 1.094335927100331674e+01 -1.824697357541914755e+00
3.941155004176160048e-01 2.049878399902926418e+01 -1.701590273732174197e+00
-3.321323785457686029e-02 3.706666967365757159e+01 -1.504670177704349854e+00
5.855344266870829983e-01 1.313108925583486553e+01 -1.653296370365955781e+00
5.674942277591270567e-01 1.394283134761656839e+01 -1.443920707142737569e+00
5.189465564159370103e-01 1.561314408767987771e+01 -1.291844992330576147e+00
3.121261012214304742e-01 2.366175619152269149e+01 -1.496534443691192706e+00
5.906607793682479013e-01 1.293409133582323989e+01 -2.275963370824526599e+00
5.866301861160856390e-01 1.311703828930035343e+01 -2.330639649088718457e+00
5.028487646411363698e-01 1.631763330504234233e+01 -2.028695269322254191e+00
3.234196170698577788e-01 2.329936153951189226e+01 -1.967277439278024787e+00
2.744308821559329203e-01 2.522836446858212867e+01 -2.309648874307987043e+00
4.978514034458232373e-01 1.651543139734131671e+01 -2.557344632989217104e+00
5.716618554784282935e-01 1.372564101643166623e+01 -2.117145395673894370e+00
8.362599624782021124e-01 3.516996462230679299e+00 -1.366956266117025365e+00
4.769114506312597257e-01 1.737694127012410661e+01 -2.528013509493761468e+00
4.168821876197448262e-01 1.971797098527698466e+01 -2.418863468953849960e+00
5.116676906995394347e-01 1.597782104024027916e+01 -2.019979745087092660e+00
4.071737875435097465e-01 2.007124694108679108e+01 -2.075578288241729297e+00
3.857944229381082835e-01 2.076190616317988002e+01 -1.278702906279729490e+00
4.947004841558957366e-01 1.674142361061220896e+01 -2.383576215007522592e+00
4.490735394838036854e-01 1.849721391336723286e+01 -1.897629054094782219e+00
3.168264484646101664e-01 2.343282443514334545e+01 -1.679209662341593301e+00
6.125955790062569406e-01 1.217024949842947024e+01 -1.621251988391971821e+00
4.213990594106569176e-01 1.943575349620004999e+01 -2.261146097605956307e+00
5.294412859312576103e-01 1.533838303240653289e+01 -2.262141169328701906e+00
4.697837189518558887e-01 1.748989338082655820e+01 -2.033086131947845487e+00
5.263701454255382828e-01 1.544098860236687898e+01 -1.968109236025371800e+00
4.305460310811923819e-01 1.921693812970771376e+01 -2.230744358140512418e+00
2.465588174636028640e-01 2.635276178765705879e+01 -2.167590967554035686e+00
5.997945106197715148e-01 1.262974604544683643e+01 -2.052506724363153623e+00
5.486369176040746254e-01 1.458090526785268537e+01 -2.027080630913378201e+00
5.224190127749182011e-01 1.563669914579043763e+01 -1.969273783986791315e+00
2.515288231756969139e-01 2.607834460812355815e+01 -2.105921368814746231e+00
5.688773698964855186e-01 1.383054039485855924e+01 -2.389347278644176953e+00
5.386675740482633756e-01 1.496911444091472987e+01 -2.404206525736198863e+00
5.340916331782370463e-01 1.511203272951889431e+01 -2.346175339734770660e+00
1.696648479854765412e-01 2.934568706549119099e+01 -1.502585292979642162e+00
4.449444424532664755e-01 1.859668727946521471e+01 -2.084763637585521856e+00
3.330223695500116321e-01 2.291766216358122676e+01 -1.651926428957805726e+00
4.870808855932562409e-01 1.672641223809910116e+01 -1.364600526272118586e+00
5.288620770340930477e-01 1.534966444518575202e+01 -2.382447189457264969e+00
5.849456086685282941e-01 1.314639520901696557e+01 -1.975516874340994988e+00
4.225555658527557767e-01 1.944141199507352979e+01 -2.330733106027560453e+00
3.891256777232126041e-01 2.069718367944769710e+01 -1.797689985198935858e+00
5.745669541578735107e-01 1.358554715233208299e+01 -1.590101744405902906e+00
3.816254622354477988e-01 2.099995332060105113e+01 -2.048218524748797620e+00
5.744083473148346997e-01 1.363378413966157154e+01 -2.116016047144107404e+00
5.540391062911798059e-01 1.428729226082700876e+01 -2.250880690662157235e+00
4.239907966251621474e-01 1.924820023963155791e+01 -9.032407628326240001e-01
2.547351260944701323e-01 2.594017944592260960e+01 -1.375899596236106248e+00
4.322595725684195145e-01 1.905164568148957471e+01 -1.628258980822268498e+00
3.822165177421794624e-01 2.099332578702573215e+01 -2.256746896674690639e+00
5.561013176807314551e-01 1.439301390958444671e+01 -1.469281082293900198e+00
5.349198920957576320e-01 1.511041812187320943e+01 -1.851086142895905340e+00
4.001337010888761370e-01 2.024381794829756842e+01 -2.219094256413447042e+00
7.192442222031480981e-01 7.854052641454799755e+00 -1.714833398917468443e+00
3.941155004176160048e-01 2.049878399902926418e+01 -1.701590273732174197e+00
4.267461242808678890e-01 1.925814236428691117e+01 -2.633455017556806332e+00
3.758878596106676184e-01 2.124884378173420885e+01 -1.664373975477751344e+00
5.997636038475455678e-01 1.261731154407206645e+01 -2.136166144816505685e+00
5.113758994917301237e-01 1.608287877324152504e+01 -2.107894848516789210e+00
4.055200853413225559e-01 2.016360891783450171e+01 -1.870339092024440930e+00
5.586509878839063248e-01 1.412414421578339585e+01 -2.043191420858358143e+00
2.492357079402189868e-01 2.628798870624558504e+01 -1.376778456904299119e+00
3.581624170354942294e-01 2.195302485684590010e+01 -1.496487400393139211e+00
4.141789266800177671e-01 1.978573968750755085e+01 -2.569918175816217953e+00
5.592048352266267841e-01 1.415455088993407173e+01 -1.663137658137799235e+00
5.625950598723665763e-01 1.404735119462706194e+01 -2.557661201254347816e+00
4.317679134564222920e-01 1.905805218292960035e+01 -2.540458084493970148e+00
5.633687098358457490e-01 1.396381968031715104e+01 -2.241903235439613340e+00
2.547351260944701323e-01 2.594017944592260960e+01 -1.375899596236106248e+00
6.122108639658137008e-01 1.219130103399101728e+01 -2.164022218479466630e+00
5.360272821461187220e-01 1.501744839663142272e+01 -2.370648010125503191e+00
4.515775802476600376e-01 1.837813809461211179e+01 -1.795131980492445933e+00
4.974675040790046410e-01 1.657703190725931819e+01 -2.000176638159983256e+00
5.015326914408824166e-01 1.641867505513967984e+01 -2.438208061350824352e+00
5.234908264979054593e-01 1.557310697567153568e+01 -2.346372225728935668e+00
3.301756423767425730e-01 2.309386442224402458e+01 -1.166833550416285448e+00
5.964025798932297562e-01 1.274606215542672061e+01 -2.442261441827671575e+00
4.027124165713651394e-01 2.026062619835901302e+01 -1.819339946476686620e+00
2.921277297296356323e-01 2.435668849301907812e+01 -1.375699431876395096e+00
5.613301678250763871e-01 1.413419617933441685e+01 -1.922494168355827426e+00
4.000337289183768519e-01 2.038796831914018526e+01 -1.698392252697891180e+00
5.005160882480907958e-01 1.638155050448162342e+01 -1.935579620567922987e+00
6.093883809550160180e-01 1.219032534542078849e+01 -4.827287661229657800e-01
5.349198920957576320e-01 1.511041812187320943e+01 -1.851086142895905340e+00
6.137265203963799820e-01 1.200743907398516797e+01 -1.405983490849409989e+00
2.596931926043488659e-01 2.581078970265677697e+01 -1.558575250646667243e+00
4.715517030821470001e-01 1.762098011368087924e+01 -2.202401735121953585e+00
2.719519751902943483e-01 2.524535726482861264e+01 -2.004786632046599237e+00
5.466128474094116285e-01 1.467610585142401192e+01 -1.551159181450298519e+00
3.197501362212999965e-01 2.336213722174186813e+01 -1.765731227841625284e+00
5.686997761262162498e-01 1.382241066009919450e+01 -2.289905724333340942e+00
4.577733240357027000e-01 1.809877237118669058e+01 -1.704513312283639337e+00
4.070407364687191887e-01 2.009052435698676220e+01 -1.945626996961539845e+00
4.331773831826097876e-01 1.900269089900135100e+01 -2.339023494922082946e+00
4.453654775768711716e-01 1.851189482121750984e+01 -2.147722709812161845e+00
2.735465926088771482e-01 2.511630566544423004e+01 -1.144770150978622780e+00
5.026191904980592540e-01 1.636372475478103183e+01 -1.612374492684182314e+00
4.001337010888761370e-01 2.024381794829756842e+01 -2.219094256413447042e+00
2.912919167163643408e-01 2.452802824085478051e+01 -1.720009606350455300e+00
5.661226533235215186e-01 1.384082339566941044e+01 -2.083018599549043337e+00
5.251512230513810664e-01 1.542079512528673746e+01 -1.927984473189193082e+00
6.479375660254493852e-01 1.055272173002174441e+01 -1.527683716503053901e+00
4.877738183748832057e-01 1.693404214462770341e+01 -1.976866554339295590e+00
6.405287136976092199e-01 1.090757263877480909e+01 -1.080117803269262211e+00
4.282631211916374525e-01 1.917661802087971523e+01 -2.044389858573401497e+00
2.207525270947829910e-01 2.716515642497964222e+01 -1.956614951210742248e+00
4.094145657810894789e-01 1.996391027178744793e+01 -2.102808829018140813e+00
3.771221113127545266e-01 2.121151604279832270e+01 -2.493527996138700686e+00
2.041622579590374187e-01 2.797868878501786583e+01 -1.374162093866313938e+00
7.871371772028084024e-01 5.284820351082274215e+00 -1.643129420855165890e+00
4.074385865549157160e-01 2.006021711187470657e+01 -2.347150593044168509e+00
6.744537834909856144e-01 9.719938926002768653e+00 -1.599402274036684446e+00
4.052008758004781441e-01 2.011964020200010594e+01 -2.283190015603457468e+00
3.810322835406214637e-01 2.096699557362011035e+01 -2.067849294636756596e+00
5.741730567616087910e-01 1.360241867883260625e+01 -2.281020415505576437e+00
5.472905116233235390e-01 1.448144132151731611e+01 -1.161343020485334776e+00
7.894756131810893862e-01 5.182003027719332522e+00 -1.620606816089555480e+00
5.496156351315129029e-01 1.457596285204083131e+01 -1.690362562712419248e+00
9.403554499852955217e-01 -6.899739999340042118e-01 -1.134061638411997919e+00
4.968577093608068651e-01 1.665714144930539931e+01 -1.947299876320270684e+00
2.984542804429786145e-01 2.421206368897821903e+01 -1.383162592698143456e+00
6.023368972049816250e-01 1.253972258650374982e+01 -2.007546522038163417e+00
6.530762821807201135e-01 1.056933771378533038e+01 -2.266171117299982996e+00
3.593842715268724675e-01 2.179231462296029065e+01 -1.407402670005239997e+00
4.910625731607805022e-01 1.684522508270333674e+01 -1.716170756003501552e+00
4.231804438592039475e-01 1.933072516168066102e+01 -1.974733734028765397e+00
3.949883489373799961e-01 2.056119163580647324e+01 -1.740943657713515336e+00
7.821213289539450386e-01 5.586067433415735195e+00 -1.634454547492742549e+00
5.081716821909250115e-01 1.616919098827322898e+01 -1.804756183482874476e+00
4.673132105920672075e-01 1.770353900813559989e+01 -1.626817660572877244e+00
4.037813838145680734e-01 2.020797874114769144e+01 -2.082795383176119230e+00
5.045125114564559254e-01 1.624590591963914221e+01 -2.194574305273100379e+00
5.689432622017953634e-01 1.373304039859752379e+01 -2.207777435414726597e+00
7.547038191043107247e-01 6.609691992714658682e+00 -1.356030014448398546e+00
4.421071780192207257e-01 1.853713948799941846e+01 -1.523818882366770211e+00
3.884741671632969684e-01 2.076656436104969572e+01 -2.057334184425513079e+00
2.971475443542317407e-01 2.424705627247421091e+01 -2.092693701384868099e+00
3.208405192824574925e-01 2.341176790576067646e+01 -2.095903921670445591e+00
3.517813346190301615e-01 2.217592510579540033e+01 -1.978151398302433250e+00
6.272130212156881157e-01 1.150793977893958697e+01 -1.807461907265073719e+00
4.097808268530673814e-01 2.004840671346525482e+01 -1.999972636515158442e+00
4.930348902450276682e-01 1.678585062081709367e+01 -1.607720995268792308e+00
4.514669507699498041e-01 1.838260063673526190e+01 -1.973493877893934823e+00
3.544707218896654410e-01 2.208350005488857448e+01 -2.295726060288116877e+00
6.522945428992841244e-01 1.053928826518002637e+01 -1.784115174135317616e+00
5.055960400119516862e-01 1.617198880736214761e+01 -2.322102808467004564e+00
4.059730896889579554e-01 2.011369632249077455e+01 -1.598147083512449385e+00
5.350797414939876262e-01 1.508312516563718475e+01 -1.955776769333258613e+00
5.129506926832121394e-01 1.605230552928331633e+01 -2.294366285785534032e+00
5.844497140483895237e-01 1.314180753948694047e+01 -1.918725290992011168e+00
7.547038191043107247e-01 6.609691992714658682e+00 -1.356030014448398546e+00
4.935825848083759126e-01 1.669209785306792071e+01 -2.228489998619843426e+00
4.294761394052386549e-01 1.928578464596338904e+01 -1.546168614303097044e+00
4.626730419158313623e-01 1.796477769840986838e+01 -1.746044447320349136e+00
4.752437315492237246e-01 1.743009992862517521e+01 -2.404746445745717054e+00
4.460536284965588294e-01 1.856464295384576246e+01 -2.069451737106239975e+00
3.584963545604331614e-01 2.191102174989052287e+01 -1.797854023498347331e+00
7.728883022395862668e-01 5.925949009096399323e+00 -1.422021670372174640e+00
3.791124528430334095e-01 2.113107845656458750e+01 -2.021214902031837291e+00
2.501870914140802427e-01 2.610087322184139680e+01 -2.215396049238891329e+00
4.321221449667849157e-01 1.896678150928107698e+01 -1.780512928263416228e+00
3.189646348599080028e-01 2.342682330238748278e+01 -2.080930849624254009e+00
4.070572299276324912e-01 1.996881618319512341e+01 -1.959482277325466981e+00
4.615337807348058874e-01 1.797871470204712097e+01 -2.441680707457157595e+00
2.640676855153536451e-01 2.565064993864355358e+01 -1.655112765879561465e+00
7.268865502596320027e-01 7.480655615139220060e+00 -1.503021398249531515e+00
4.281730127936018704e-01 1.930478893461993550e+01 -2.396072180018450126e+00
5.843122614134834691e-01 1.316540010662414062e+01 -1.284382484285801596e+00
6.957869292819101048e-01 8.778974495360920116e+00 -1.012202971370136595e+00
4.910625731607805022e-01 1.684522508270333674e+01 -1.716170756003501552e+00
4.673132105920672075e-01 1.770353900813559989e+01 -1.626817660572877244e+00
4.373711227407550695e-01 1.895075115895057394e+01 -1.771331001528119842e+00
5.879534343177468259e-01 1.300372115898989023e+01 -2.089285519571115302e+00
4.546579530186267704e-01 1.818833917255371091e+01 -1.672022135020631239e+00
3.047974871100915806e-01 2.396568929649223634e+01 -1.893383152729439800e+00
5.199177798055885091e-01 1.563913248195414951e+01 -1.626005418753456055e+00
5.190901455716705470e-01 1.567691342492722129e+01 -1.764149271453948842e+00
1.429986596462473614e-01 3.001174764847863230e+01 -1.341763917956651397e+00
5.207462711207426764e-01 1.582311200792084094e+01 -1.343778103322129880e+00
3.904542695639907635e-01 2.072153115708631788e+01 -1.716154235964786778e+00
3.911295757610862012e-01 2.063924209319750958e+01 -1.755343628643498022e+00
2.547351260944701323e-01 2.594017944592260960e+01 -1.375899596236106248e+00
5.820380783067982122e-01 1.320110977099494676e+01 -1.663261584193602260e+00
5.520264244240085105e-01 1.435165401601552304e+01 -1.908795103662969339e+00
1.786573763521293046e-01 2.885036779987476052e+01 -1.326975091626941605e+00
5.409080678525413077e-01 1.487878737951088226e+01 -2.398063308670165483e+00
4.117034684978122527e-01 1.990146998108976817e+01 -2.508416056981789488e+00
3.791224736851344090e-01 2.112435013490455304e+01 -1.327875717470432093e+00
4.086028357795434829e-01 2.002180532448194583e+01 -2.664678469036902086e+00
5.847158328544068695e-01 1.306803774170020205e+01 -1.614426703784141992e+00
5.520264244240085105e-01 1.435165401601552304e+01 -1.908795103662969339e+00
4.211781147244089141e-01 1.956824407725424209e+01 -2.134101876660604802e+00
4.468876160845454137e-01 1.854759500962339303e+01 -1.535222289763822801e+00
4.490735394838036854e-01 1.849721391336723286e+01 -1.897629054094782219e+00
4.169565417370630911e-01 1.965664095276394363e+01 -2.199582494446451264e+00
1.272467396464804779e-01 3.092467079954808185e+01 -1.066476712034070573e+00
4.442136072392077750e-01 1.865148480168814160e+01 -2.381757346335076519e+00
2.696933768892506578e-01 2.533977233586654165e+01 -1.740218413062432745e+00
5.401430265505453576e-01 1.505476275936767649e+01 -1.253492694364213733e+00
4.242787787591861814e-01 1.940791065782917713e+01 -2.183919739323822995e+00
