 ! Swift/XRT detailed lightcurve of trigger: 10977, name: Swift J005139.2-721704 
 ! T0 for this burst is Swift MET=153250381.8006 s, = 2005 Nov 09 at 17:33:01.970 UT

 ! Data covers 0.3-10 keV
 ! For details of light-curve production, see Evans et al. 2007, A&A, 469, 379
 ! BINMODE: 
!MJD    	T_+ve   	T_-ve   	Rate    	Ratepos 	Rateneg 	BGrate  	BGerr   	FracExp
! WT data
57579.6321634988	0.000348240740740741	-0.000348240740740741	2.9834e-01	0.0000e+00	0.0000e+00	2.0440e-02	3.2729e-03	1.0000
57585.2653408588	0.000377256944444444	-0.000377256944444444	1.6546e-01	0.0000e+00	0.0000e+00	6.2016e-03	1.7200e-03	1.0000
57599.1781367882	0.000878032407407407	-0.000878032407407407	7.7560e-02	0.0000e+00	0.0000e+00	3.3162e-03	9.5730e-04	0.8097
57603.695020015	0.000879606481481482	-0.000879606481481482	8.8898e-02	0.0000e+00	0.0000e+00	2.9151e-03	8.7893e-04	0.8248
57610.6004976887	0.000348240740740741	-0.000348240740740741	1.3978e-01	0.0000e+00	0.0000e+00	7.3274e-03	1.9583e-03	1.0000
57611.0025659525	0.000435300925925926	-0.000435300925925926	2.0578e-01	0.0000e+00	0.0000e+00	5.8168e-02	5.2236e-03	0.9333
57617.5801378403	0.000348240740740741	-0.000348240740740741	1.6424e-01	0.0000e+00	0.0000e+00	8.2421e-03	2.0605e-03	1.0000
57624.6162064861	0.00027568287037037	-0.00027568287037037	1.6257e-01	0.0000e+00	0.0000e+00	1.8920e-02	3.5133e-03	1.0000
57631.5259780012	0.000348240740740741	-0.000348240740740741	1.2731e-01	0.0000e+00	0.0000e+00	1.1306e-02	2.4105e-03	1.0000
57652.7390164931	0.000362743055555556	-0.000362743055555556	1.1942e-01	0.0000e+00	0.0000e+00	2.2070e-03	1.1035e-03	1.0000
57652.7390164931	0.000362743055555556	-0.000362743055555556	1.1942e-01	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.0000
57659.6482498588	0.000348240740740741	-0.000348240740740741	1.4053e-01	0.0000e+00	0.0000e+00	6.3227e-03	1.9064e-03	1.0000
57666.6760148102	0.000333726851851852	-0.000333726851851852	1.9040e-01	0.0000e+00	0.0000e+00	5.0722e-03	1.6907e-03	1.0000
57673.586578581	0.000362743055555556	-0.000362743055555556	1.5550e-01	0.0000e+00	0.0000e+00	5.5168e-03	1.7446e-03	1.0000
57680.7056909039	0.000362743055555556	-0.000362743055555556	1.1647e-01	0.0000e+00	0.0000e+00	4.9592e-03	1.6531e-03	1.0000
57687.4698084236	0.000362743055555556	-0.000362743055555556	1.1529e-01	0.0000e+00	0.0000e+00	2.7590e-03	1.2339e-03	1.0000
57701.8455966111	0.000348240740740741	-0.000348240740740741	1.4999e-01	0.0000e+00	0.0000e+00	4.7419e-03	1.5806e-03	1.0000
57708.4953703102	0.000333726851851852	-0.000333726851851852	1.8318e-01	0.0000e+00	0.0000e+00	1.1028e-03	7.7978e-04	1.0000
57717.3905385833	0.000304710648148148	-0.000304710648148148	2.0110e-01	0.0000e+00	0.0000e+00	3.0123e-03	1.3472e-03	1.0000
57722.770642581	0.00027568287037037	-0.00027568287037037	1.7816e-01	0.0000e+00	0.0000e+00	3.3320e-03	1.4901e-03	1.0000
57729.480638316	0.000348240740740741	-0.000348240740740741	1.7439e-01	0.0000e+00	0.0000e+00	2.0088e-03	1.0044e-03	1.0000
57736.9065403241	0.000377256944444444	-0.000377256944444444	1.1406e-01	0.0000e+00	0.0000e+00	1.8520e-03	9.2600e-04	1.0000
57751.6195527407	0.000348240740740741	-0.000348240740740741	1.6367e-01	0.0000e+00	0.0000e+00	5.4149e-04	5.4149e-04	1.0000
57758.7801211944	0.000362743055555556	-0.000362743055555556	1.2617e-01	0.0000e+00	0.0000e+00	2.8909e-03	1.1802e-03	1.0000
57764.555014647	0.000362743055555556	-0.000362743055555556	1.1573e-01	0.0000e+00	0.0000e+00	2.0972e-03	1.0486e-03	1.0000
57769.9653779363	0.16968	-0.16968	3.8674e-03	0.0000e+00	0.0000e+00	7.3187e-05	6.5200e-06	0.1283
57771.1954608183	0.00242314814814815	-0.00242314814814815	3.2309e-02	0.0000e+00	0.0000e+00	5.0625e-05	1.1614e-05	1.0000
57772.0694982731	0.000362743055555556	-0.000362743055555556	1.1422e-01	0.0000e+00	0.0000e+00	2.7531e-03	1.2312e-03	1.0000
57772.6363723704	0.0404616435185185	-0.0404616435185185	7.5418e-03	0.0000e+00	0.0000e+00	8.6358e-05	1.2465e-05	0.3199
57773.0934656111	0.0347748726851852	-0.0347748726851852	5.6445e-03	0.0000e+00	0.0000e+00	7.1990e-05	8.2579e-06	0.3175
57774.3540538993	0.0339023958333333	-0.0339023958333333	6.8724e-03	0.0000e+00	0.0000e+00	1.7213e-04	1.9125e-05	0.2957
57775.3128503461	0.0709467476851852	-0.0709467476851852	7.1122e-03	0.0000e+00	0.0000e+00	2.2957e-04	2.0957e-05	0.1342
57776.4815116782	0.0411813888888889	-0.0411813888888889	6.8154e-03	0.0000e+00	0.0000e+00	1.5359e-04	1.3576e-05	0.2502
57777.26882375	0.0344221296296296	-0.0344221296296296	9.1288e-03	0.0000e+00	0.0000e+00	9.8609e-05	1.2047e-05	0.3111
57778.8079630787	0.1647309375	-0.1647309375	7.8230e-03	0.0000e+00	0.0000e+00	1.2369e-04	3.0000e-05	0.0434
