 ! Swift/XRT detailed lightcurve of trigger: 10336, name: Swift J0243.66124
 ! T0 for this burst is Swift MET=528690141.6006 s, = 2017 Oct 03 at 02:22:01.820 UT

 ! Data covers 0.3-10 keV
 ! For details of light-curve production, see Evans et al. 2007, A&A, 469, 379
 ! BINMODE: 
!MJD    	T_+ve   	T_-ve   	Rate    	Ratepos 	Rateneg 	BGrate  	BGerr   	FracExp
! WT data
58504.453848419	0.00283342592592593	-0.00283342592592593	5.903550e+01	3.707983e-01	-3.700604e-01	8.043603e-01	3.339925e-02	1.000000
58506.9661506088	0.00300796296296296	-0.00300796296296296	5.342323e+01	3.423453e-01	-3.416908e-01	8.154878e-01	3.502820e-02	1.000000
58508.948473191	0.00318489583333333	-0.00318489583333333	4.825588e+01	3.156920e-01	-3.151129e-01	7.360823e-01	3.234160e-02	1.000000
! WT upper limits
58042.3676162188	0.0380915162037037	-0.0380915162037037	9.6447e-03	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.4978
58168.1214813113	0.00604530092592593	-0.00604530092592593	6.3463e-03	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.0000
! PC data
58029.3417254734	0.0289821990740741	-0.0289821990740741	2.595146e+01	2.749253e+00	-2.749253e+00	3.709990e-04	1.367521e-05	0.241812
58029.4469172211	0.0077627662037037	-0.0077627662037037	1.065713e+02	1.783656e+01	-1.783656e+01	1.123700e-04	3.938567e-06	1.000000
58080.9578605683	0.0384158449074074	-0.0384158449074074	1.871118e+01	5.799931e-01	-5.799931e-01	1.212578e-01	4.193588e-04	0.280634
58081.7493527211	0.0371855555555556	-0.0371855555555556	2.667776e+01	7.558963e-01	-7.558963e-01	9.708386e-02	3.417704e-04	0.302406
58162.0025221817	0.000435289351851852	-0.000435289351851852	3.249891e+01	7.505231e+00	-7.505231e+00	1.663987e-03	1.623885e-04	1.000000
58174.0609040741	0.0360478935185185	-0.0360478935185185	7.343998e+00	4.157980e-01	-4.157980e-01	1.511367e-03	8.952563e-05	0.108277
58183.341989397	0.00636981481481481	-0.00636981481481481	6.152076e+00	3.157091e-01	-3.157091e-01	1.033146e-03	5.784509e-05	1.000000
58184.4033202535	0.00614894675925926	-0.00614894675925926	5.990626e+00	3.523303e-01	-3.523303e-01	9.322632e-04	5.261066e-05	0.960409
58186.0636482465	0.00552825231481481	-0.00552825231481481	5.159646e+00	9.206190e-01	-9.206190e-01	3.096282e-04	1.837305e-05	1.000000
58188.2613386238	0.00644856481481481	-0.00644856481481481	5.427980e+00	2.877146e-01	-2.877146e-01	9.574888e-04	5.691680e-05	0.974287
58193.0646802315	0.035059849537037	-0.035059849537037	4.539702e+00	2.209686e-01	-2.209686e-01	1.124329e-03	5.821557e-05	0.214379
58195.033405956	0.00661648148148148	-0.00661648148148148	4.782233e+00	2.604558e-01	-2.604558e-01	8.189967e-04	4.809314e-05	1.000000
58199.8040116262	0.00544119212962963	-0.00544119212962963	2.367754e+00	1.530405e-01	-1.530405e-01	8.688904e-04	6.606052e-05	1.000000
58201.9310543866	0.00548472222222222	-0.00548472222222222	2.143760e+00	1.560163e-01	-1.560163e-01	6.304292e-04	5.235430e-05	1.000000
58203.9197966389	0.00634079861111111	-0.00634079861111111	1.722095e+00	1.237195e-01	-1.237195e-01	5.709409e-04	4.600773e-05	1.000000
58205.6534127789	0.00603608796296296	-0.00603608796296296	9.673983e-01	6.840829e-02	-6.840829e-02	4.869250e-04	4.774692e-05	1.000000
